kilometraje;precio;año;modelo_Model 3;modelo_Model S;modelo_Model Y;color_azul;color_blanco;color_gris;color_negro;color_plateado;color_rojo;pais_España;color_granate;color_marron;color_plata;modelo_Model X;pais_Francia;pais_Portugal
0;41990;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;41990;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
15;42020;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
23;43020;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
12;43140;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;43180;2025;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;43180;2025;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;43180;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
12;43290;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;43340;2025;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;43340;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
13;50430;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
70;51560;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
10;51580;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;51600;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;51990;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
15;52600;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
10;53020;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;53180;2025;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;53180;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;53180;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;53340;2025;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;53340;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
15;53900;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
2192;55190;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
12;55720;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
12;59340;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
11;59490;2025;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
24;59490;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
17;60680;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
11;64480;2024;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
5313;101360;2024;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0
21;102710;2024;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0
26;109200;2024;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0
17;110390;2024;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0
197;113530;2024;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0
31;113790;2024;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0
26;116290;2024;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0
17;119690;2024;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0
0;125890;2024;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0
10;41290;2025;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
2309;41570;2024;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;42480;2025;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;42640;2025;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
10;42640;2024;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
536;46410;2025;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
326;46620;2025;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;51290;2025;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;51290;2024;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
10;51290;2024;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;52480;2025;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;52640;2025;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;52640;2024;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
10;56440;2024;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;59980;2024;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
28;112790;2024;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
18;115490;2024;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0
26;116120;2024;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0
20;117590;2024;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
